,population
SAN JOSE|DESAMPARADOS|VALENCIA,6245
GUANACASTE|LIBERIA|LIBERIA,6210
ALAJUELA|SAN CARLOS|FLORENCIA,3638
SAN JOSE|ASERRI|SAN GABRIEL,3567
SAN JOSE|PURISCAL|MERCEDES SUR,574
PUNTARENAS|BUENOS AIRES|UJARRAS,1111
PUNTARENAS|CENTRAL|SAN RAMON DE RIO BLANCO,66
SAN JOSE|PEREZ ZELEDON|SAN ANTONIO,1057
CARTAGO|LA UNION|SAN JUAN,4238
LIMON|POCOCI|SUERRE,1785
ALAJUELA|SAN RAMON|SANTIAGO,2879
GUANACASTE|SANTA CRUZ|SANTA CRUZ,12680
ALAJUELA|SAN CARLOS|SANTA ROSA DE POCOSOL,5498
PUNTARENAS|QUEPOS|NARANJITO,1214
SAN JOSE|PEREZ ZELEDON|LA UNION DE SAN PEDRO,1318
CARTAGO|CENTRAL|SAN ANTONIO,864
SAN JOSE|PEREZ ZELEDON|RIO GRANDE,529
PUNTARENAS|ESPARZA|ESPARZA,8849
PUNTARENAS|CENTRAL|DOMINICAS,772
SAN JOSE|PEREZ ZELEDON|PEÑAS BLANCAS,1683
SAN JOSE|PEREZ ZELEDON|CHINA KICHA,272
HEREDIA|CENTRAL|SAN FRANCISCO,15889
SAN JOSE|ACOSTA|TERUEL,314
LIMON|CENTRAL|VALLE DE LAS ROSAS,821
SAN JOSE|TURRUBARES|BIJAGUAL,491
LIMON|SIQUIRRES|PORTON IBERIA,523
SAN JOSE|ACOSTA|SAN LUIS,1797
CARTAGO|OREAMUNO|BOSQUE,6863
CARTAGO|PARAISO|PARAISO,16883
ALAJUELA|CENTRAL|DULCE NOMBRE O LAS ANIMAS,1686
ALAJUELA|CENTRAL|SAN ANTONIO DEL TEJAR,3019
PUNTARENAS|OSA|DOMINICALITO,768
ALAJUELA|POAS|CARRILLOS BAJO,4663
SAN JOSE|PEREZ ZELEDON|LA AURORA,3740
PUNTARENAS|COTO BRUS|AGUAS CLARAS,999
LIMON|GUACIMO|RIO JIMENEZ (BALSAVILLE),5590
PUNTARENAS|OSA|PUERTO CORTES,3548
ALAJUELA|CENTRAL|TURRUCARES,4395
SAN JOSE|PEREZ ZELEDON|BAJO ESPERANZA,274
HEREDIA|SARAPIQUI|RIO FRIO,3997
SAN JOSE|PURISCAL|DESAMPARADITOS,651
HEREDIA|SANTO DOMINGO|SAN MIGUEL,3293
SAN JOSE|TIBAS|CUATRO REINAS,6376
SAN JOSE|PEREZ ZELEDON|SOCORRO,204
SAN JOSE|DESAMPARADOS|LAS LOMAS,1016
GUANACASTE|SANTA CRUZ|FLORIDA,408
PUNTARENAS|CORREDORES|NARANJO,1917
SAN JOSE|ACOSTA|LINDA VISTA,384
ALAJUELA|GRECIA|LOS LOTES (SAN VICENTE),750
ALAJUELA|CENTRAL|SAN JOSE,10064
LIMON|CENTRAL|LIMONCITO O BARRIO QUINTO,5907
LIMON|CENTRAL|LA COLONIA,707
CONSULADO|ALEMANIA|BERLIN,1626
ALAJUELA|SAN RAMON|ANGOSTURA,174
CARTAGO|CENTRAL|RIO CONEJO,853
ALAJUELA|CENTRAL|LAS PILAS,1318
LIMON|POCOCI|SAN BOSCO,1006
ALAJUELA|SAN CARLOS|EL CORTE (SANTA ROSA),982
SAN JOSE|PEREZ ZELEDON|AGUILA ABAJO,404
CARTAGO|LA UNION|YERBABUENA,1058
PUNTARENAS|BUENOS AIRES|LA LUCHA,446
SAN JOSE|PURISCAL|GAMALOTILLO,288
CONSULADO|ESTADOS UNIDOS|WASHINGTON D. C.,3146
SAN JOSE|DESAMPARADOS|HLE. C.G. MANANTIAL DE VIDA,48
GUANACASTE|LIBERIA|MORACIA,5951
SAN JOSE|ACOSTA|LAS LIMAS,67
GUANACASTE|SANTA CRUZ|HLE. NUESTRA SEÑORA DEL ROSARIO,15
SAN JOSE|LEON CORTES CASTRO|CARRIZALES,540
PUNTARENAS|PARRITA|VUELTA DE POCARES,204
ALAJUELA|SAN RAMON|SAN RAMON,11335
SAN JOSE|ESCAZU|BEBEDERO O SAN FRANCISCO,791
ALAJUELA|SARCHI|SARCHI NORTE,5907
CARTAGO|CENTRAL|SAN NICOLAS,6988
GUANACASTE|NICOYA|GAMALOTAL,455
SAN JOSE|ACOSTA|BAJO DE JORCO (PARTE ESTE),390
HEREDIA|SARAPIQUI|GUARIA,1970
ALAJUELA|CENTRAL|DESAMPARADOS,12625
SAN JOSE|PEREZ ZELEDON|INVU PEDRO PEREZ,1749
LIMON|GUACIMO|SAN LUIS,1187
ALAJUELA|SAN CARLOS|LOS CHILES,1843
HEREDIA|SAN RAFAEL|CONCEPCION,4533
PUNTARENAS|COTO BRUS|SANTA CLARA,434
HEREDIA|SANTO DOMINGO|SAN LUIS,2938
SAN JOSE|PURISCAL|CANDELARITA,792
SAN JOSE|ASERRI|TRANQUERILLAS,581
ALAJUELA|SAN CARLOS|HLE. SAN VICENTE DE PAUL,42
LIMON|POCOCI|ROXANA,4449
ALAJUELA|CENTRAL|SAN LUIS,1218
PUNTARENAS|QUEPOS|CERRITOS,359
PUNTARENAS|QUEPOS|LONDRES,948
SAN JOSE|PEREZ ZELEDON|TIRRA,342
PUNTARENAS|ESPARZA|EL BARON,583
SAN JOSE|MORA|SAN RAFAEL (CEDRAL),382
PUNTARENAS|QUEPOS|DOS BOCAS,87
PUNTARENAS|QUEPOS|SILENCIO,485
ALAJUELA|SAN RAMON|CONCEPCION,2252
CARTAGO|CENTRAL|SAN ISIDRO O EL ALUMBRE,742
HEREDIA|BARVA|SAN ROQUE,3537
PUNTARENAS|CENTRAL|HLE. MARIA INMACULADA,29
GUANACASTE|HOJANCHA|MONTE ROMO,336
ALAJUELA|SAN MATEO|JESUS MARIA,1004
ALAJUELA|OROTINA|HACIENDA VIEJA,1058
CARTAGO|EL GUARCO|EL TEJAR,11327
LIMON|POCOCI|SAN RAFAEL,4012
HEREDIA|SAN RAFAEL|MONTECITO,872
SAN JOSE|PEREZ ZELEDON|SAN MIGUEL,264
SAN JOSE|DOTA|HLE. SANTA MARIA,36
LIMON|SIQUIRRES|ALEGRIA,1764
PUNTARENAS|GARABITO|HERRADURA,3806
CARTAGO|TURRIALBA|JABILLOS,1013
LIMON|POCOCI|FLORES (UNION),735
SAN JOSE|ASERRI|LIMONAL,318
SAN JOSE|LEON CORTES CASTRO|SAN ANTONIO,585
ALAJUELA|POAS|SAN PEDRO,7442
CARTAGO|CENTRAL|SAN BLAS,6528
SAN JOSE|TURRUBARES|EL BARRO,699
PUNTARENAS|GOLFITO|RIO CLARO,6916
ALAJUELA|SAN RAMON|SECTOR LOS ANGELES,839
SAN JOSE|PURISCAL|CHARCON (RIO VIEJO),257
PUNTARENAS|BUENOS AIRES|SANTA CRUZ,4074
PUNTARENAS|CORREDORES|CANOAS,3003
ALAJUELA|UPALA|COLONIA PUNTARENAS,2076
HEREDIA|SARAPIQUI|NARANJAL,1162
LIMON|MATINA|VEINTIOCHO MILLAS O WALDEK,1121
HEREDIA|BELEN|LA ASUNCION,4458
SAN JOSE|ACOSTA|URUCA,196
SAN JOSE|PEREZ ZELEDON|PLATANILLO,733
PUNTARENAS|CORREDORES|BELLA LUZ,1340
LIMON|GUACIMO|LOS ANGELES,707
CARTAGO|CENTRAL|QUIRCOT,5096
SAN JOSE|PEREZ ZELEDON|LA ESPERANZA,393
ALAJUELA|SAN CARLOS|ACAPULCO,257
PUNTARENAS|PARRITA|EL TIGRE,1551
ALAJUELA|SAN CARLOS|SUCRE,1327
PUNTARENAS|PUERTO JIMENEZ|PUERTO JIMENEZ,2723
SAN JOSE|ASERRI|JOCOTAL ABAJO,222
PUNTARENAS|COTO BRUS|FILA PINAR,299
ALAJUELA|GRECIA|CATALUÑA,1397
LIMON|CENTRAL|VILLA DEL MAR,2826
SAN JOSE|PEREZ ZELEDON|CHIMIROL,863
LIMON|CENTRAL|BUFALO,811
LIMON|MATINA|CUBA CREEK (RIO CUBA),2126
LIMON|GUACIMO|BOSQUE,992
ALAJUELA|GRECIA|GRECIA,12073
CONSULADO|ECUADOR|QUITO,310
SAN JOSE|PEREZ ZELEDON|SAN JUAN DE DIOS O GUABO,352
PUNTARENAS|CENTRAL|RIO GRANDE,852
SAN JOSE|PEREZ ZELEDON|LA REPUNTA,2225
CARTAGO|TURRIALBA|MARGOT,3951
ALAJUELA|OROTINA|EL MASTATE,1810
SAN JOSE|PEREZ ZELEDON|LAS JUNTAS DE PACUAR,1044
PUNTARENAS|PUERTO JIMENEZ|BOCA GALLARDO DE SANDALO,1009
CONSULADO|PERU|LIMA,308
SAN JOSE|MORA|BAJO DE BUSTAMANTE O ANGELES,158
ALAJUELA|GRECIA|SAN ROQUE,4211
LIMON|TALAMANCA|BRIBRI,4109
GUANACASTE|CAÑAS|CAÑAS,6335
SAN JOSE|PEREZ ZELEDON|MIRAVALLES,784
HEREDIA|BARVA|SAN JOSE DE LA MONTAÑA,3979
PUNTARENAS|BUENOS AIRES|COLORADO,601
LIMON|POCOCI|BELLA VISTA,955
CARTAGO|CENTRAL|MANUEL DE JESUS JIMENEZ,5025
HEREDIA|SARAPIQUI|LAS MARIAS,758
PUNTARENAS|COTO BRUS|BRISAS,991
SAN JOSE|DESAMPARADOS|SAN CRISTOBAL NORTE,966
PUNTARENAS|COTO BRUS|SAN FRANCISCO DE AGUA BUENA,887
LIMON|SIQUIRRES|EL PEJE,574
PUNTARENAS|CENTRAL|HLE. MIGUEL MORENO,43
PUNTARENAS|PARRITA|LA JULIETA,1907
LIMON|POCOCI|PATIO SAN CRISTOBAL,661
PUNTARENAS|PARRITA|PLAYON SUR,407
LIMON|GUACIMO|SANTA ROSA,1128
ALAJUELA|ATENAS|SANTA EULALIA,1955
SAN JOSE|ACOSTA|BAJO CACAO O CERDAS,449
PUNTARENAS|CORREDORES|DARIZARA,1821
LIMON|POCOCI|LA MARAVILLA,916
HEREDIA|SAN ISIDRO|SAN JOSECITO,3785
CARTAGO|TURRIALBA|CHITARIA,719
HEREDIA|BARVA|SANTA LUCIA,6173
PUNTARENAS|COTO BRUS|CAÑAS GORDAS,742
PUNTARENAS|CENTRAL|JICARAL,2682
PUNTARENAS|COTO BRUS|FILA GUINEA,552
SAN JOSE|PEREZ ZELEDON|BAJO BONITAS,130
SAN JOSE|PEREZ ZELEDON|QUIZARRA (PARTE ESTE),516
CONSULADO|EL SALVADOR|SAN SALVADOR,473
SAN JOSE|PEREZ ZELEDON|SAN RAFAEL DE PLATANARES,1408
SAN JOSE|DOTA|PROVIDENCIA,212
SAN JOSE|ASERRI|BAJO DE PARRITA,92
SAN JOSE|TURRUBARES|SAN ANTONIO DE TULIN,333
SAN JOSE|PEREZ ZELEDON|PALMITAL,249
ALAJUELA|PALMARES|HLE. PALMARES,53
PUNTARENAS|COTO BRUS|LA UNION DE LIMONCITO,396
SAN JOSE|DESAMPARADOS|GUADARRAMA,330
ALAJUELA|CENTRAL|CAI. ADULTO MAYOR,352
CONSULADO|GUATEMALA|CIUDAD DE GUATEMALA,741
PUNTARENAS|COTO BRUS|SAN RAMON,806
PUNTARENAS|MONTES DE ORO|SANTA ROSA,1448
PUNTARENAS|COTO BRUS|BARRIO CANADA,1668
PUNTARENAS|BUENOS AIRES|SAN ANTONIO,305
SAN JOSE|ASERRI|LEGUA DE LOS NARANJOS,310
CONSULADO|ESTADOS UNIDOS|ATLANTA,4906
HEREDIA|SANTA BARBARA|SANTO DOMINGO DEL ROBLE,1739
SAN JOSE|PEREZ ZELEDON|HERRADURA,243
ALAJUELA|CENTRAL|GARITA,3957
HEREDIA|SAN PABLO|HLE.ALFRED Y DELIA GONZALEZ FLORES,91
GUANACASTE|HOJANCHA|HOJANCHA,2663
LIMON|CENTRAL|CRISTOBAL COLON,4457
LIMON|CENTRAL|AGUAS ZARCAS,385
PUNTARENAS|COTO BRUS|PALMIRA,400
SAN JOSE|PEREZ ZELEDON|SAN RAFAEL NORTE DE SAN ISIDRO,1034
SAN JOSE|PEREZ ZELEDON|TIERRA PROMETIDA,1297
SAN JOSE|MORA|CORRALAR,384
PUNTARENAS|GARABITO|QUEBRADA GANADO,2304
ALAJUELA|SAN CARLOS|SANTA FE O LA FAMA,737
HEREDIA|BARVA|HLE. REINA DE LOS ANGELES,24
PUNTARENAS|COTO BRUS|SANTA RITA,364
SAN JOSE|PEREZ ZELEDON|VISTA DE MAR NORTE,188
HEREDIA|SANTO DOMINGO|SOCORRO,967
PUNTARENAS|GARABITO|JACO,5072
LIMON|POCOCI|TORO AMARILLO,4952
CARTAGO|LA UNION|SAN DIEGO,7336
GUANACASTE|NANDAYURE|CARMONA,2049
PUNTARENAS|QUEPOS|BOCA VIEJA,1295
LIMON|MATINA|ESTRADA,1255
PUNTARENAS|ESPARZA|MACACONA,4022
PUNTARENAS|GOLFITO|VALLE DE LOS CEDROS O SAN MIGUEL,68
SAN JOSE|LEON CORTES CASTRO|HIGUERON,141
LIMON|CENTRAL|PUEBLO NUEVO O JAMAICA,5196
SAN JOSE|PEREZ ZELEDON|LOS REYES,543
SAN JOSE|PEREZ ZELEDON|BONITA,1304
GUANACASTE|NICOYA|DELICIAS DE GARZA,251
LIMON|POCOCI|CUATRO ESQUINAS,1875
ALAJUELA|OROTINA|HLE. PRESBITERO JESUS MARIA VARGAS,35
ALAJUELA|NARANJO|NARANJO,8064
SAN JOSE|SANTA ANA|LA MINA,1033
SAN JOSE|DESAMPARADOS|SAN CRISTOBAL SUR,969
PUNTARENAS|PARRITA|LAS VEGAS (PORVENIR),420
ALAJUELA|NARANJO|HLE. JOSE DEL OLMO,50
PUNTARENAS|OSA|SAN FRANCISCO DE RIO TINOCO,743
SAN JOSE|VAZQUEZ DE CORONADO|SAN PEDRO,5130
HEREDIA|SAN RAFAEL|SANTIAGO,5070
ALAJUELA|CENTRAL|TACACORI,1831
CARTAGO|TURRIALBA|ESLABON,562
PUNTARENAS|PARRITA|VALLE VASCONIA (BARRO),244
CARTAGO|PARAISO|SANTIAGO,1688
SAN JOSE|MORA|PIEDRAS NEGRAS,289
SAN JOSE|PURISCAL|CARIT,860
PUNTARENAS|OSA|HLE. PALMAR SUR,47
PUNTARENAS|GOLFITO|ESPERANZA,434
PUNTARENAS|OSA|OJO DE AGUA,1555
ALAJUELA|CENTRAL|CIRUELAS,4750
ALAJUELA|CENTRAL|SAN MARTIN,2727
SAN JOSE|PEREZ ZELEDON|SAN JUAN BOSCO (PATIO DE AGUA),850
PUNTARENAS|OSA|RINCON DEL GOLFO,251
PUNTARENAS|OSA|VENECIA,1356
ALAJUELA|CENTRAL|CACIQUE,2307
PUNTARENAS|OSA|PIEDRAS BLANCAS,1200
SAN JOSE|DESAMPARADOS|HLE. SAN MIGUEL ARCANGEL,56
LIMON|POCOCI|LA MARINA,1028
ALAJUELA|GUATUSO|RIO CELESTE,827
ALAJUELA|CENTRAL|EL ROBLE,9902
ALAJUELA|GUATUSO|EL VALLE,1098
PUNTARENAS|QUEPOS|MATAPALO,712
CARTAGO|TURRIALBA|PLATANILLO,1469
CARTAGO|LA UNION|QUEBRADA DEL FIERRO,1266
HEREDIA|SARAPIQUI|COLONIA CUBUJUQUI,476
ALAJUELA|SAN CARLOS|SAN GERARDO DE POCOSOL,506
ALAJUELA|SAN CARLOS|VENECIA,4316
GUANACASTE|NICOYA|NICOYA,8802
HEREDIA|CENTRAL|LAGUNILLA,6646
HEREDIA|FLORES|LLORENTE,6279
SAN JOSE|PEREZ ZELEDON|SAN AGUSTIN,174
SAN JOSE|LEON CORTES CASTRO|SAN MARTIN,168
CARTAGO|CENTRAL|LOURDES,3524
SAN JOSE|PURISCAL|SANTA MARTA,368
CARTAGO|CENTRAL|CORRALILLO,1633
SAN JOSE|MONTES DE OCA|HLE. FUNDACION GENESIS,25
CARTAGO|TURRIALBA|HLE. SAN BUENAVENTURA,56
ALAJUELA|LOS CHILES|EL PARQUE,1623
HEREDIA|BELEN|SAN ANTONIO,9234
LIMON|POCOCI|LAS PALMITAS,1591
PUNTARENAS|GOLFITO|KILOMETRO 20,581
ALAJUELA|CENTRAL|PUEBLO NUEVO,4460
CARTAGO|TURRIALBA|CIEN MANZANAS,317
PUNTARENAS|COTO BRUS|COPAL,308
PUNTARENAS|COTO BRUS|AGUA CALIENTE,259
PUNTARENAS|COTO BRUS|HLE. COTO BRUS,31
SAN JOSE|ACOSTA|VEGAS DEL PARRITA,203
SAN JOSE|DESAMPARADOS|CRISTO REY,1095
PUNTARENAS|OSA|SIERPE,966
SAN JOSE|PEREZ ZELEDON|SAN CARLOS,396
CARTAGO|TURRIALBA|LAS AMERICAS,4782
HEREDIA|SAN PABLO|RINCON DE RICARDO,2924
CARTAGO|PARAISO|OROSI,4958
ALAJUELA|SAN RAMON|SAN ISIDRO DE PEÑAS BLANCAS,1474
PUNTARENAS|COTO BRUS|LA LUCHA,864
ALAJUELA|SAN CARLOS|CEDRAL,4040
PUNTARENAS|BUENOS AIRES|BOLAS DE KRUGRA,374
HEREDIA|SARAPIQUI|LAS HORQUETAS,3183
LIMON|CENTRAL|LA COLINA,6872
PUNTARENAS|COTO BRUS|AGUABUENA,2824
ALAJUELA|SAN CARLOS|BUENOS AIRES DE VENECIA,1147
SAN JOSE|DESAMPARADOS|ROSARIO,1740
ALAJUELA|POAS|SABANA REDONDA,2285
PUNTARENAS|COTO BRUS|CAMPO TRES,616
PUNTARENAS|COTO BRUS|LIMONCITO DEL OESTE,219
LIMON|POCOCI|LOS ANGELES,1772
PUNTARENAS|BUENOS AIRES|SANTA MARTA,1381
ALAJUELA|CENTRAL|DULCE NOMBRE DE LAGUNA,1676
PUNTARENAS|CENTRAL|KENNEDY (INVU BARRANCA),2124
SAN JOSE|ALAJUELITA|TEJARCILLOS (JUAN RAFAEL MORA),4644
LIMON|CENTRAL|PROGRESO,828
ALAJUELA|GRECIA|PORO,1497
CARTAGO|PARAISO|BIRRISITO,2908
PUNTARENAS|COTO BRUS|SAN ANTONIO,1051
PUNTARENAS|PARRITA|ESTERILLOS OESTE,480
PUNTARENAS|GOLFITO|RESIDENCIAL UREÑA,1148
CARTAGO|TURRIALBA|EL MORA,1904
HEREDIA|SANTA BARBARA|CHAGUITE,720
LIMON|CENTRAL|SANTA ROSA,277
SAN JOSE|PEREZ ZELEDON|SAN GABRIEL,347
PUNTARENAS|COTO BRUS|CONCEPCION,198
LIMON|SIQUIRRES|PACUARITO,732
CARTAGO|CENTRAL|SAN JUAN SUR,1694
SAN JOSE|ASERRI|OJO DE AGUA (PARTE NOROESTE),125
LIMON|POCOCI|CASCADAS 4,2931
ALAJUELA|SAN RAMON|CALLE ZAMORA,2342
SAN JOSE|PEREZ ZELEDON|SAN GERARDO (CHIRRIPO),270
SAN JOSE|PEREZ ZELEDON|SAN PABLO,1109
ALAJUELA|CENTRAL|TUETAL NORTE (PARTE),3178
SAN JOSE|MORAVIA|HLE. CASA NAZARETH,34
ALAJUELA|SAN CARLOS|SAN MARTIN,6351
PUNTARENAS|BUENOS AIRES|BORUCA,1290
LIMON|GUACIMO|VILLAFRANCA,1945
ALAJUELA|RIO CUARTO|SANTA RITA,1786
SAN JOSE|PEREZ ZELEDON|VILLA ARGENTINA,285
HEREDIA|SAN ISIDRO|HLE. SEÑORA DE LOS ANGELES,50
ALAJUELA|SAN CARLOS|QUEBRADA AZUL,285
HEREDIA|BARVA|PUENTE DE SALAS,3546
PUNTARENAS|ESPARZA|MOJON,2115
SAN JOSE|TURRUBARES|SAN GABRIEL,200
PUNTARENAS|OSA|UVITA,3474
PUNTARENAS|BUENOS AIRES|PARAISO (ANIMAS),198
SAN JOSE|PEREZ ZELEDON|TAMBOR,466
PUNTARENAS|COTO BRUS|SAN RAFAEL DE LIMONCITO,413
CARTAGO|CENTRAL|ALTO DE OCHOMOGO,2596
PUNTARENAS|CORREDORES|CARMEN (COLORADITO NORTE),1804
PUNTARENAS|CORREDORES|VEREH,402
PUNTARENAS|GOLFITO|LAGARTO (LA LUCHA),230
LIMON|SIQUIRRES|SANTO DOMINGO (PUEBLO CIVIL),1204
LIMON|SIQUIRRES|HEREDIANA,946
PUNTARENAS|COTO BRUS|SANTA TERESA,176
CARTAGO|JIMENEZ|ALTO VICTORIA,1447
GUANACASTE|NANDAYURE|SAN FRANCISCO DE COYOTE,534
PUNTARENAS|BUENOS AIRES|SAN RAFAEL DE BRUNKA,942
SAN JOSE|ASERRI|CEDRAL,290
PUNTARENAS|PARRITA|CARMEN (PARTE SUR),218
HEREDIA|CENTRAL|LA AURORA (PARTE NORTE),2887
CARTAGO|TURRIALBA|SAN ANTONIO,806
LIMON|SIQUIRRES|CIMARRONES,1934
ALAJUELA|PALMARES|PALMARES,4661
SAN JOSE|PEREZ ZELEDON|SAN JERONIMO,483
HEREDIA|SAN RAFAEL|GETSEMANI (PARTE ESTE),2728
CARTAGO|TURRIALBA|AZUL,2311
ALAJUELA|GRECIA|SAN FRANCISCO,723
PUNTARENAS|CENTRAL|BARRIO EL CARMEN,3265
HEREDIA|BARVA|SAN MIGUEL,442
SAN JOSE|PEREZ ZELEDON|SAN PEDRO,1548
SAN JOSE|PEREZ ZELEDON|BOLIVIA,486
ALAJUELA|ATENAS|FATIMA (CAJON),736
SAN JOSE|DESAMPARADOS|CHIROGRES,250
CARTAGO|EL GUARCO|PALMITAL,682
GUANACASTE|SANTA CRUZ|BRASILITO,1073
LIMON|CENTRAL|SANTA EDUVIGIS,2565
PUNTARENAS|CORREDORES|ABROJO NORTE(VEGAS ABRO N),650
PUNTARENAS|PARRITA|CHIRRACA,96
ALAJUELA|SAN CARLOS|SAN JUAN DE QUEBRADA DE PALO,2111
SAN JOSE|PURISCAL|LLANO GRANDE,120
CARTAGO|LA UNION|RINCON MESEN (PARTE ESTE),2099
ALAJUELA|SAN RAMON|SAN RAFAEL,4296
ALAJUELA|GUATUSO|SAN RAFAEL,3754
GUANACASTE|LIBERIA|BUENAVISTA DE CAÑAS DULCES,560
ALAJUELA|SAN CARLOS|PLATANAR,1394
PUNTARENAS|QUEPOS|LA INMACULADA,4648
CARTAGO|TURRIALBA|PAVONES,1271
HEREDIA|SARAPIQUI|LA VIRGEN,3287
SAN JOSE|TARRAZU|SAN MIGUEL O SALADO,123
PUNTARENAS|OSA|OJOCHAL,667
SAN JOSE|PEREZ ZELEDON|CONCEPCION (PARTE ESTE),669
SAN JOSE|PEREZ ZELEDON|ESPERANZA DE SAN PEDRO,877
PUNTARENAS|BUENOS AIRES|GUAGARAL,237
ALAJUELA|ATENAS|BALSA,683
SAN JOSE|TURRUBARES|SAN FRANCISCO,204
HEREDIA|SAN PABLO|MIRAFLORES,3835
HEREDIA|SARAPIQUI|LA CONQUISTA,348
SAN JOSE|TARRAZU|SAN PEDRO,522
SAN JOSE|DOTA|TRINIDAD,249
PUNTARENAS|CENTRAL|SAN RAFAEL,287
SAN JOSE|DESAMPARADOS|HLE. SAN CAYETANO,50
GUANACASTE|NICOYA|MATINA,74
HEREDIA|SARAPIQUI|FINCA AGUA,287
PUNTARENAS|CORREDORES|LA CUESTA,3800
PUNTARENAS|GOLFITO|GOLFITO,3794
PUNTARENAS|BUENOS AIRES|SAN CARLOS,812
SAN JOSE|PEREZ ZELEDON|SAN CAYETANO (RIO NUEVO),293
HEREDIA|SAN ISIDRO|CONCEPCION,1744
SAN JOSE|PURISCAL|LOS ANGELES,121
GUANACASTE|NICOYA|BELEN DE NOSARITA,974
GUANACASTE|HOJANCHA|PUERTO CARRILLO,347
CARTAGO|OREAMUNO|ALTO CERRILLOS(CORAZON DE JESUS),4306
PUNTARENAS|PARRITA|LAS PARCELAS O DAMITAS (PIRRIS),756
ALAJUELA|LOS CHILES|VASCONIA,208
SAN JOSE|TARRAZU|QUEBRADA ARROYO,43
GUANACASTE|LA CRUZ|CUAJINIQUIL DE SANTA ELENA,1632
ALAJUELA|OROTINA|NUEVA SANTA RITA,2295
CARTAGO|TURRIALBA|TUIS,1422
LIMON|POCOCI|CRUCE DE JARDIN,1841
ALAJUELA|CENTRAL|SAN MIGUEL O CERRILLOS,871
CARTAGO|TURRIALBA|SANTA TERESITA (LAJAS),1303
SAN JOSE|ASERRI|ALTO AGUACATE,106
CARTAGO|CENTRAL|BERMEJO,1727
SAN JOSE|PEREZ ZELEDON|VERACRUZ,210
HEREDIA|SAN RAFAEL|LOS ANGELES,5368
PUNTARENAS|COTO BRUS|BAJO REYES,645
PUNTARENAS|GARABITO|LAGUNILLAS (PARTE OESTE),1407
ALAJUELA|CENTRAL|TAMBOR (SANTA ANA),2605
ALAJUELA|SAN CARLOS|DULCE NOMBRE (PARTE ESTE),1041
SAN JOSE|GOICOECHEA|RANCHO REDONDO,950
ALAJUELA|NARANJO|LOURDES,621
SAN JOSE|TURRUBARES|SAN PEDRO,532
PUNTARENAS|CENTRAL|LA FRESCA,176
LIMON|GUACIMO|PARISMINA,550
PUNTARENAS|CENTRAL|COBANO,3635
PUNTARENAS|CENTRAL|SAN BLAS,449
SAN JOSE|LEON CORTES CASTRO|LA LUCHA (SUR DEL RIO),42
LIMON|SIQUIRRES|FLORIDA,1239
LIMON|CENTRAL|BOCUARE,257
LIMON|GUACIMO|POCORA PARTE NORTE,2700
SAN JOSE|DESAMPARADOS|HLE. OFELIA CARVAJAL DE NARANJO,56
CARTAGO|CENTRAL|QUEBRADILLA,4809
SAN JOSE|TARRAZU|NAPOLES,240
PUNTARENAS|MONTES DE ORO|LINDA VISTA,1303
CARTAGO|CENTRAL|DULCE NOMBRE,5330
ALAJUELA|SAN RAMON|SAN JUAN,6774
ALAJUELA|SAN CARLOS|LOS ANGELES,3193
GUANACASTE|LIBERIA|SAN ROQUE,13429
SAN JOSE|PURISCAL|BAJO BADILLA,66
CARTAGO|TURRIALBA|EL PORO,1121
SAN JOSE|PEREZ ZELEDON|SAN BLAS (LINDA ARRIBA),142
GUANACASTE|SANTA CRUZ|EL LLANO (EL CHORRO),918
GUANACASTE|BAGACES|BAGACES,5811
SAN JOSE|MORA|BAJO DE JORCO (PARTE OESTE),80
LIMON|GUACIMO|PUEBLO NUEVO O ZANCUDO,715
ALAJUELA|POAS|SAN RAFAEL,2322
HEREDIA|BARVA|BUENAVISTA (ALTO DE ABRA),1690
ALAJUELA|SAN CARLOS|ABUNDANCIA,1407
LIMON|GUACIMO|HLE. DAVID GARRO,26
LIMON|MATINA|GOSHEN (SAN JUAN),198
ALAJUELA|ATENAS|SAN ISIDRO,695
SAN JOSE|ASERRI|MONTE REDONDO,729
SAN JOSE|PEREZ ZELEDON|SAN GERARDO (PARTE NORTE),245
SAN JOSE|PEREZ ZELEDON|GUADALUPE,275
PUNTARENAS|BUENOS AIRES|BAJO LAS BRISAS,937
ALAJUELA|POAS|CARRILLOS ALTO,2611
PUNTARENAS|GOLFITO|CONTE DE PAVON,998
ALAJUELA|UPALA|SAN ISIDRO DE AGUAS CLARAS,982
GUANACASTE|NICOYA|HLE. SAN BLAS,19
ALAJUELA|SAN RAMON|BARRIO BELEN,3372
PUNTARENAS|PARRITA|PIRRIS,95
HEREDIA|SARAPIQUI|COLONIA VICTORIA,2830
GUANACASTE|NICOYA|SAN MARTIN,5929
ALAJUELA|NARANJO|CANDELARIA (BAJO CORRALES),2494
SAN JOSE|CURRIDABAT|HLE. VIDA DIGNA,50
ALAJUELA|GRECIA|RINCON DE SALAS,1344
CARTAGO|ALVARADO|PACAYAS,3638
PUNTARENAS|CENTRAL|SAN PEDRO,304
ALAJUELA|SAN CARLOS|LA LUCHA,626
ALAJUELA|NARANJO|SAN JERONIMO,2328
CARTAGO|TURRIALBA|FLORENCIA,243
ALAJUELA|SAN RAMON|CIUDADELA JARDINES,2539
SAN JOSE|MORA|LLANO GRANDE,332
ALAJUELA|SAN RAMON|CATARATA,1001
