,population
ALAJUELA|GUATUSO|BUENAVISTA,622
PUNTARENAS|CORREDORES|FORTUNA,943
SAN JOSE|PURISCAL|TUFARES,80
HEREDIA|SAN RAFAEL|LA SUIZA,1899
ALAJUELA|SAN RAMON|SAN PEDRO,3964
LIMON|CENTRAL|LIVERPOOL,3626
GUANACASTE|LIBERIA|GUARDIA,1997
SAN JOSE|PURISCAL|ALTO LA PALMA,303
PUNTARENAS|COTO BRUS|PIEDRA PINTADA,694
ALAJUELA|OROTINA|PARCELAS TRINIDAD (UVITA),772
LIMON|POCOCI|BANAMOLA,1712
LIMON|GUACIMO|SAN GERARDO,401
SAN JOSE|PEREZ ZELEDON|LAS BRISAS,306
GUANACASTE|LIBERIA|LA VICTORIA,7285
PUNTARENAS|COTO BRUS|LA CASONA (GUAYMI),1471
ALAJUELA|CENTRAL|ROSALES,1714
GUANACASTE|BAGACES|PIJIJE,1503
ALAJUELA|CENTRAL|CARRIZAL,3063
SAN JOSE|LEON CORTES CASTRO|SANTA ROSA ARRIBA ESTE,60
HEREDIA|SARAPIQUI|ZAPOTE,847
PUNTARENAS|QUEPOS|SANTO DOMINGO,150
LIMON|POCOCI|ANITA GRANDE,1197
SAN JOSE|PEREZ ZELEDON|SAN JOSE,89
ALAJUELA|SAN CARLOS|PITALITO,881
SAN JOSE|PEREZ ZELEDON|SAN FRANCISCO,902
CONSULADO|ISRAEL|TEL AVIV,195
HEREDIA|SANTA BARBARA|SETILLAL,1365
PUNTARENAS|GOLFITO|CARACOL NORTE (PARTE),140
PUNTARENAS|BUENOS AIRES|PARAISO,247
LIMON|TALAMANCA|BORDON,770
CARTAGO|LA UNION|SAN VICENTE,2570
GUANACASTE|CARRILLO|SAN BLAS,1004
LIMON|CENTRAL|URBANIZACION PACUARE,5693
PUNTARENAS|COTO BRUS|SANTA ELENA,513
PUNTARENAS|CENTRAL|EL PROGRESO,5814
CARTAGO|CENTRAL|SAN JUAN NORTE,613
SAN JOSE|PEREZ ZELEDON|SAN MARTIN (LAS MULAS),227
CARTAGO|TURRIALBA|CANADA,1987
GUANACASTE|CAÑAS|URB. LAS CAÑAS,2444
LIMON|POCOCI|PRIMAVERA,1044
LIMON|CENTRAL|BANANITO NORTE,1258
LIMON|CENTRAL|BEVERLEY,1619
SAN JOSE|ACOSTA|TOLEDO,179
GUANACASTE|LIBERIA|SALTO OESTE,881
SAN JOSE|ACOSTA|CASPIROLA,104
SAN JOSE|TURRUBARES|SAN LUIS,123
ALAJUELA|LOS CHILES|SAN JOSE DEL AMPARO,818
GUANACASTE|CARRILLO|SARDINAL,4423
ALAJUELA|SAN CARLOS|VERACRUZ,1536
PUNTARENAS|COTO BRUS|SAN GERARDO,130
ALAJUELA|SAN CARLOS|SAN JORGE DE CUTRIS,216
LIMON|POCOCI|EL CEIBO,384
HEREDIA|SAN ISIDRO|SANTA ELENA,1030
ALAJUELA|OROTINA|COYOLAR,2305
PUNTARENAS|QUEPOS|PAQUITA,1278
CARTAGO|TURRIALBA|SAN JUAN NORTE,1128
GUANACASTE|SANTA CRUZ|MATAPALO,1694
ALAJUELA|ATENAS|JESUS,1944
CARTAGO|PARAISO|LA FLOR,565
GUANACASTE|NICOYA|GARCIMUÑOZ,96
GUANACASTE|NICOYA|CAIMITAL,960
SAN JOSE|DESAMPARADOS|EMPALME ARRIBA GUARIA(PARTE OESTE),467
HEREDIA|SANTA BARBARA|SAN PEDRO,3683
PUNTARENAS|BUENOS AIRES|JABILLO,360
GUANACASTE|CARRILLO|ARTOLA,732
GUANACASTE|SANTA CRUZ|OSTIONAL,488
ALAJUELA|UPALA|UPALA,6182
LIMON|SIQUIRRES|SAN ISIDRO (ALTO HEREDIANA),2375
LIMON|MATINA|ESPAVEL (VEGAS),322
PUNTARENAS|OSA|CHOCUACO ARRIBA,120
CARTAGO|LA UNION|DULCE NOMBRE,3039
SAN JOSE|PEREZ ZELEDON|DELICIAS,123
HEREDIA|SAN ISIDRO|SANTA CECILIA (ALHAJAS),827
SAN JOSE|PEREZ ZELEDON|CANAAN,292
LIMON|CENTRAL|PANDORA OESTE,660
PUNTARENAS|ESPARZA|TIVIVES,271
ALAJUELA|SAN CARLOS|LOS ANGELES DE PITAL,1255
ALAJUELA|NARANJO|SAN MIGUEL,2604
PUNTARENAS|BUENOS AIRES|TERRABA,697
PUNTARENAS|GOLFITO|BAHIA DE PAVON (COCAL AMARILLO),455
ALAJUELA|SAN CARLOS|CARMEN,3282
PUNTARENAS|CENTRAL|PAQUERA,2800
PUNTARENAS|GOLFITO|KILOMETRO 16,434
GUANACASTE|CAÑAS|PALMIRA,385
LIMON|SIQUIRRES|FINCA IMPERIO 2,991
HEREDIA|SARAPIQUI|PUEBLO NUEVO,805
PUNTARENAS|OSA|LOS PLANES,337
SAN JOSE|PEREZ ZELEDON|MOLLEJONES,1017
CARTAGO|CENTRAL|CABALLO BLANCO (SUR CARRETERA),4755
GUANACASTE|CARRILLO|COMUNIDAD,1378
ALAJUELA|GRECIA|BAJO ROSALES,358
PUNTARENAS|COTO BRUS|LA ISLA,709
LIMON|GUACIMO|LOMAS DE GUACIMO (LOMAS DE SIERPE),40
HEREDIA|BARVA|SAN PEDRO,6413
GUANACASTE|NICOYA|DULCE NOMBRE (GARITA),453
ALAJUELA|SAN CARLOS|SANTA CLARA,2457
PUNTARENAS|BUENOS AIRES|CORDONCILLO,428
ALAJUELA|GRECIA|SAN JUAN,1715
ALAJUELA|SAN CARLOS|LA VEGA O CUATRO ESQUINAS,1436
ALAJUELA|UPALA|CANALETE,2482
ALAJUELA|LOS CHILES|PAVON,2009
PUNTARENAS|PUERTO JIMENEZ|CAÑAZA DE JIMENEZ,1428
ALAJUELA|CENTRAL|GUACIMA (SANTIAGO OESTE),5904
PUNTARENAS|BUENOS AIRES|EL PEJE,656
LIMON|CENTRAL|SAN RAFAEL,383
PUNTARENAS|BUENOS AIRES|LA PUNA,220
SAN JOSE|DESAMPARADOS|PACAYA,101
PUNTARENAS|CENTRAL|EL COCAL,1841
LIMON|SIQUIRRES|MARYLAND,996
HEREDIA|SARAPIQUI|EL ROBLE,986
SAN JOSE|PEREZ ZELEDON|QUEBRADA HONDA (PARTE ESTE),555
SAN JOSE|PEREZ ZELEDON|LA ESE,363
ALAJUELA|SAN CARLOS|LA MARINA,905
ALAJUELA|SAN RAMON|SAN MIGUEL,1003
PUNTARENAS|CENTRAL|GUARIA,569
LIMON|TALAMANCA|HLE. SANTA LUISA,28
SAN JOSE|PURISCAL|SALITRALES,170
ALAJUELA|SAN MATEO|HIGUITO,658
GUANACASTE|CARRILLO|FILADELFIA,5352
SAN JOSE|ALAJUELITA|LAMPARAS O CORAZON DE JESUS,563
LIMON|MATINA|MATINA,2392
ALAJUELA|PALMARES|LA GRANJA,3159
SAN JOSE|LEON CORTES CASTRO|TRINIDAD,158
ALAJUELA|ATENAS|ESTANQUILLO (SAN ANTONIO) (P.EST.),298
ALAJUELA|SAN RAMON|VALLE AZUL,1248
PUNTARENAS|OSA|PALMAR SUR,1829
ALAJUELA|SAN CARLOS|COREA O CONCEPCION,208
CARTAGO|TURRIALBA|JICOTEA,356
SAN JOSE|DESAMPARADOS|MANZANO (MANZANILLO),196
ALAJUELA|LOS CHILES|SAN JORGE,469
LIMON|CENTRAL|BRISAS DE VERAGUA,187
GUANACASTE|NICOYA|PUEBLO VIEJO,473
PUNTARENAS|BUENOS AIRES|MAIZ DE BORUCA,333
ALAJUELA|GRECIA|BODEGAS,2215
CARTAGO|OREAMUNO|COT,6998
CARTAGO|OREAMUNO|POTRERO CERRADO,1115
SAN JOSE|PEREZ ZELEDON|AGUAS BUENAS (PARTE SUR),410
HEREDIA|SARAPIQUI|EL TIGRE SUR,1152
SAN JOSE|ACOSTA|LLANO DE LA MESA,186
GUANACASTE|BAGACES|GUAYABO,2845
SAN JOSE|LEON CORTES CASTRO|SANTA CRUZ,889
PUNTARENAS|QUEPOS|DAMAS,700
LIMON|GUACIMO|IROQUOIS,952
PUNTARENAS|PARRITA|SURUBRES,196
SAN JOSE|PURISCAL|SAN MARTIN,81
SAN JOSE|DESAMPARADOS|BUSTAMANTE O ALCIRA,938
PUNTARENAS|COTO BRUS|LOS ANGELES DE SABALITO,203
LIMON|SIQUIRRES|EL COCO,797
ALAJUELA|SAN CARLOS|BOCA DE ARENAL,2673
GUANACASTE|ABANGARES|LAS JUNTAS,5181
ALAJUELA|SAN CARLOS|SAN PABLO,2436
PUNTARENAS|BUENOS AIRES|LA DANTA O CONCEPCION,485
ALAJUELA|GRECIA|PUENTE DE PIEDRA,2448
LIMON|GUACIMO|LAS COLINAS,194
SAN JOSE|TARRAZU|ZAPOTAL,218
PUNTARENAS|GARABITO|PUEBLO NUEVO (LA MONA),280
LIMON|MATINA|SANTA MARTA,900
LIMON|POCOCI|PORVENIR,782
SAN JOSE|TURRUBARES|LAS DELICIAS,146
PUNTARENAS|OSA|DRAKE (AGUJITAS),795
CARTAGO|EL GUARCO|ASUNCION (CANGREJAL),2299
SAN JOSE|PEREZ ZELEDON|SIBERIA (PARTE OESTE),169
LIMON|MATINA|BATAN,7088
ALAJUELA|GRECIA|MESON O DULCE NOMBRE,1815
PUNTARENAS|CENTRAL|FLORIDA (TACOTALES),237
LIMON|GUACIMO|LIMBO,2088
GUANACASTE|SANTA CRUZ|PARAISO O RIO SEQUITO,1409
PUNTARENAS|OSA|FINCA SEIS-ONCE,1172
CARTAGO|CENTRAL|POLVORA O LOYOLA,3239
CONSULADO|JAPON|TOKIO,162
ALAJUELA|NARANJO|DULCE NOMBRE (VILLANO),1799
GUANACASTE|LIBERIA|BARRIO LA CRUZ,1664
HEREDIA|SARAPIQUI|EL MORTERO,236
ALAJUELA|NARANJO|SAN JOSE (SAN JUANILLO),1264
PUNTARENAS|BUENOS AIRES|SAN RAFAEL DE CABAGRA,1042
PUNTARENAS|CENTRAL|JUDAS,970
PUNTARENAS|CENTRAL|PAVON,155
ALAJUELA|GRECIA|LOS ANGELES DE BOLIVAR,2840
SAN JOSE|PEREZ ZELEDON|BERLIN,109
ALAJUELA|OROTINA|LA CEIBA,328
PUNTARENAS|MONTES DE ORO|MIRAMAR,5518
GUANACASTE|NANDAYURE|RIO DE ORO,161
GUANACASTE|LA CRUZ|LA CRUZ,5943
ALAJUELA|SAN RAMON|SAN ISIDRO,2311
CARTAGO|EL GUARCO|CAÑON (PARTE NORTE),982
PUNTARENAS|BUENOS AIRES|EL CEIBO,413
ALAJUELA|SAN CARLOS|SAN GERARDO,1159
CARTAGO|CENTRAL|GUAYABAL (PARTE ESTE),2121
PUNTARENAS|GOLFITO|GEMELAS (RIO CLARO DE PAVON),497
ALAJUELA|CENTRAL|BARRIO CORAZON DE JESUS,2141
ALAJUELA|NARANJO|CONCEPCION ESTE,1678
PUNTARENAS|PARRITA|BANDERA,351
ALAJUELA|SAN CARLOS|SAN ROQUE,3868
SAN JOSE|PEREZ ZELEDON|SIERRA,192
ALAJUELA|SARCHI|SARCHI SUR,4642
ALAJUELA|CENTRAL|POASITO,880
ALAJUELA|CENTRAL|ITIQUIS,3449
ALAJUELA|SAN RAMON|COLONIA TRINIDAD,777
ALAJUELA|PALMARES|COCALECA (PARTE OESTE),1174
ALAJUELA|CENTRAL|QUEBRADAS (PARTE SUR),1338
GUANACASTE|SANTA CRUZ|HATILLO,742
PUNTARENAS|MONTEVERDE|SANTA ELENA,3022
HEREDIA|SARAPIQUI|LA CEIBA,119
SAN JOSE|MORA|PICAGRES,199
CARTAGO|CENTRAL|LLANO GRANDE,2446
HEREDIA|SARAPIQUI|FINCA DIEZ,1407
CARTAGO|CENTRAL|TIERRA BLANCA,4931
ALAJUELA|ATENAS|SABANA LARGA,1291
SAN JOSE|TURRUBARES|EL SUR,67
GUANACASTE|ABANGARES|RAIZAL,153
SAN JOSE|PURISCAL|GUARUMAL,175
CARTAGO|ALVARADO|CERVANTES,5393
SAN JOSE|PEREZ ZELEDON|LOS ANGELES DE PARAMO,257
CARTAGO|TURRIALBA|TRES EQUIS,1344
PUNTARENAS|COTO BRUS|CAMAQUIRI,218
ALAJUELA|NARANJO|SAN ANTONIO DE LA CUEVA,1002
PUNTARENAS|BUENOS AIRES|LA BONGA,279
PUNTARENAS|CORREDORES|LA NUBIA (KILOMETRO 25),283
LIMON|MATINA|LUZON,849
PUNTARENAS|BUENOS AIRES|PILON,480
PUNTARENAS|PARRITA|CHIRES ARRIBA,180
LIMON|CENTRAL|LA BOMBA,1140
GUANACASTE|LIBERIA|CAPULIN,2473
CONSULADO|BRASIL|BRASILIA,148
PUNTARENAS|BUENOS AIRES|NARANJOS,240
CARTAGO|CENTRAL|SANTA ELENA ARRIBA,1237
ALAJUELA|PALMARES|CANDELARIA,1663
LIMON|CENTRAL|RIO BLANCO,1036
GUANACASTE|ABANGARES|SAN JUAN GRANDE,582
LIMON|MATINA|BARBILLA NORTE,448
PUNTARENAS|CENTRAL|PILAS DE CANJEL,437
ALAJUELA|SAN MATEO|DESMONTE,438
ALAJUELA|ATENAS|MERCEDES,1927
GUANACASTE|CARRILLO|PASO TEMPISQUE,1088
PUNTARENAS|ESPARZA|SAN JUAN GRANDE,2156
CARTAGO|TURRIALBA|NOCHEBUENA,832
GUANACASTE|HOJANCHA|ESTRADA,451
CONSULADO|PANAMA|DAVID,493
HEREDIA|SARAPIQUI|SAN BERNARDINO,545
ALAJUELA|SARCHI|SAN PEDRO,1785
ALAJUELA|SAN RAMON|GUARIA (RIO GRANDE),1408
ALAJUELA|ATENAS|SAN JOSE SUR,1450
GUANACASTE|SANTA CRUZ|SANTA BARBARA,2206
PUNTARENAS|PARRITA|PLAYA ISLA PALO SECO,123
GUANACASTE|ABANGARES|LA CONCHA (CONCEPCION),219
CARTAGO|PARAISO|PALOMO,1809
HEREDIA|SARAPIQUI|CHILAMATE,2407
PUNTARENAS|ESPARZA|MARAÑONAL (PARTE OESTE),2995
ALAJUELA|SAN RAMON|BAJO DE LOS RODRIGUEZ,1532
HEREDIA|SARAPIQUI|PUERTO VIEJO,2549
HEREDIA|SARAPIQUI|FINCA CINCO (CHIRRIPO),595
LIMON|CENTRAL|PENSHURT,1113
PUNTARENAS|BUENOS AIRES|EL CARMEN,697
ALAJUELA|SAN CARLOS|SANTA ELENA,440
PUNTARENAS|CORREDORES|MARIPOSA,401
ALAJUELA|GRECIA|CAJON (BARRIO SAN JOSE),864
ALAJUELA|GRECIA|HLE. JAFETH JIMENEZ MORALES,68
CONSULADO|FRANCIA|PARIS,892
HEREDIA|SARAPIQUI|ESTERO GRANDE,627
CARTAGO|PARAISO|RIO REGADO,718
SAN JOSE|PEREZ ZELEDON|SAVEGRE ABAJO,288
GUANACASTE|TILARAN|QUEBRADA GRANDE,648
SAN JOSE|PURISCAL|MASTATAL,112
GUANACASTE|CARRILLO|SANTA ANA,1243
ALAJUELA|CENTRAL|SAN ISIDRO,2357
ALAJUELA|GRECIA|SANTA GERTRUDIS SUR,1915
CARTAGO|PARAISO|LAPUENTE,416
SAN JOSE|PEREZ ZELEDON|CALIFORNIA DE RIO NUEVO,200
ALAJUELA|PALMARES|RINCON DE ZARAGOZA,3304
PUNTARENAS|BUENOS AIRES|CAPRI,321
SAN JOSE|PEREZ ZELEDON|CEIBO ARRIBA,160
SAN JOSE|PEREZ ZELEDON|BUENA VISTA,345
PUNTARENAS|BUENOS AIRES|COLINAS (MAIZ DE LOS UVA),353
SAN JOSE|DOTA|SAN GERARDO,133
SAN JOSE|PEREZ ZELEDON|ARIZONA,122
CARTAGO|EL GUARCO|VARA DE ROBLE,582
PUNTARENAS|GOLFITO|LA VIRGEN,477
ALAJUELA|GUATUSO|MAQUENCAL O PALMITAL,456
GUANACASTE|NANDAYURE|SANTA RITA,1002
PUNTARENAS|PUERTO JIMENEZ|LA PALMA O INDEPENDENCIA,2358
LIMON|SIQUIRRES|BANACOL (LA ESPERANZA),228
ALAJUELA|SAN CARLOS|SANTA MARIA,530
SAN JOSE|PEREZ ZELEDON|SAN SALVADOR,337
ALAJUELA|UPALA|SAN JOSE O PIZOTE,3304
LIMON|POCOCI|CARLOTA,177
HEREDIA|SANTA BARBARA|SAN BOSCO,2478
PUNTARENAS|CORREDORES|CAMPIÑA,464
GUANACASTE|SANTA CRUZ|VILLARREAL,3280
PUNTARENAS|QUEPOS|MANUEL ANTONIO,1418
SAN JOSE|PEREZ ZELEDON|DIVISION (PARTE OESTE),282
ALAJUELA|ATENAS|LOS ANGELES,2477
PUNTARENAS|CENTRAL|CARMEN LIRA,480
PUNTARENAS|GOLFITO|SAN RAMON,1166
ALAJUELA|SAN RAMON|SAN MARTIN (EL BOSQUE),917
SAN JOSE|PEREZ ZELEDON|VALENCIA,182
CARTAGO|JIMENEZ|LAS VUELTAS,803
ALAJUELA|SARCHI|LA LUISA,792
ALAJUELA|SAN CARLOS|BELLA VISTA,236
GUANACASTE|BAGACES|SAN BERNARDO,465
PUNTARENAS|CENTRAL|ABANGARITOS,346
ALAJUELA|PALMARES|ZARAGOZA,2681
LIMON|SIQUIRRES|MILANO O NEGUEV,607
ALAJUELA|SAN RAMON|LOS ANGELES SUR,1160
GUANACASTE|NICOYA|POZO DE AGUA,481
PUNTARENAS|PARRITA|POCARES,142
PUNTARENAS|QUEPOS|RONCADOR,606
CARTAGO|OREAMUNO|PASO ANCHO,1253
CARTAGO|TURRIALBA|SANTA ROSA,2313
LIMON|SIQUIRRES|BELLAVISTA,87
GUANACASTE|CARRILLO|EL COCO,3692
SAN JOSE|CENTRAL|ROSITER CARBALLO (LAS BRISAS),1212
PUNTARENAS|BUENOS AIRES|SHAMBA,199
HEREDIA|SANTA BARBARA|SANTA BARBARA,7204
GUANACASTE|LIBERIA|QUEBRADA GRANDE O GARCIA FLAMENCO,1207
ALAJUELA|POAS|SAN JUAN SUR,2042
GUANACASTE|SANTA CRUZ|BOLSON,411
PUNTARENAS|CORREDORES|COTO CUARENTA Y SIETE,1167
ALAJUELA|PALMARES|BUENOS AIRES,5774
SAN JOSE|LEON CORTES CASTRO|CEDRAL PARTE NORTE,340
CARTAGO|JIMENEZ|SABANILLA,847
ALAJUELA|RIO CUARTO|RIO CUARTO,2347
ALAJUELA|SAN CARLOS|MARSELLA,928
CARTAGO|EL GUARCO|CARAGRAL,318
PUNTARENAS|BUENOS AIRES|CAÑAS,384
SAN JOSE|ASERRI|LAGUNA (BAJO BIJAGUAL),233
LIMON|SIQUIRRES|SAN CARLOS,643
LIMON|TALAMANCA|MARGARITA,1157
HEREDIA|SARAPIQUI|SANTA DELIA,61
LIMON|CENTRAL|RIO BANANO,1533
ALAJUELA|CENTRAL|EL COCO,2895
GUANACASTE|SANTA CRUZ|PORTEGOLPE,1012
ALAJUELA|GUATUSO|PATASTE,439
PUNTARENAS|PARRITA|BAMBU,75
SAN JOSE|ACOSTA|ESCUADRA,157
SAN JOSE|PEREZ ZELEDON|MERCEDES ARRIBA,140
LIMON|SIQUIRRES|INDIANA TRES,887
ALAJUELA|LOS CHILES|CUATRO ESQUINAS,358
GUANACASTE|LA CRUZ|LAS VUELTAS,1118
SAN JOSE|PEREZ ZELEDON|SAN JUAN DE MIRAMAR (ALTO SN JUAN),227
SAN JOSE|PEREZ ZELEDON|RIO QUEBRADAS ARRIBA,38
PUNTARENAS|GOLFITO|ESCUADRA,379
LIMON|MATINA|SAN MIGUEL,394
PUNTARENAS|CENTRAL|YIRETH,1637
ALAJUELA|POAS|CHILAMATE,873
PUNTARENAS|CENTRAL|JUANITO MORA,3953
ALAJUELA|UPALA|PORVENIR,459
HEREDIA|SARAPIQUI|SAN JULIAN,445
HEREDIA|SARAPIQUI|LA  CHAVES,848
ALAJUELA|UPALA|SAN LUIS,431
PUNTARENAS|OSA|CAÑABLANCAL,232
SAN JOSE|PEREZ ZELEDON|EL LLANO,115
HEREDIA|SARAPIQUI|COLONIA VILLALOBOS,803
PUNTARENAS|CORREDORES|CAMPO DOS Y MEDIO (PARTE SUR),152
PUNTARENAS|OSA|RANCHO QUEMADO O DELICIAS,137
PUNTARENAS|COTO BRUS|MARAVILLA,191
ALAJUELA|SAN MATEO|SAN MATEO,1791
ALAJUELA|NARANJO|CIRRI SUR,2167
ALAJUELA|SAN RAMON|SAN ANTONIO DE ZAPOTAL,159
CARTAGO|TURRIALBA|SAN JUAN SUR,953
CONSULADO|BOLIVIA|LA PAZ,65
GUANACASTE|NICOYA|LA VIGIA,530
PUNTARENAS|CENTRAL|CHAGUITE,3165
HEREDIA|SARAPIQUI|HUETARES,699
ALAJUELA|NARANJO|ROSARIO (EL HOYO),2973
PUNTARENAS|COTO BRUS|ROBLE,464
SAN JOSE|DESAMPARADOS|VIOLETA (RINCON MORALES),238
CARTAGO|EL GUARCO|LA CANGREJA,433
PUNTARENAS|GARABITO|QUEBRADA AMARILLA,634
CARTAGO|TURRIALBA|SAN MARTIN,418
CARTAGO|CENTRAL|COPALCHI,332
ALAJUELA|GRECIA|LA ARGENTINA,1321
ALAJUELA|CENTRAL|PAVAS (GUARARI),1656
LIMON|GUACIMO|HOGAR,992
ALAJUELA|UPALA|PROGRESO,505
ALAJUELA|POAS|EL SITIO (PARTE OESTE),247
ALAJUELA|ATENAS|ESCOBAL,581
GUANACASTE|ABANGARES|SANTA LUCIA,231
SAN JOSE|PEREZ ZELEDON|SAN ANTONIO ABAJO,45
ALAJUELA|CENTRAL|LAS VUELTAS,1851
GUANACASTE|ABANGARES|MATAPALO,1282
HEREDIA|CENTRAL|VARABLANCA,472
PUNTARENAS|CENTRAL|SAN MIGUEL DE BARRANCA,539
LIMON|CENTRAL|CORALES 2,5624
ALAJUELA|GRECIA|BARRIO LATINO (AGUALOTE),2476
ALAJUELA|CENTRAL|UJARRAS,800
HEREDIA|SAN ISIDRO|QUEBRADAS O LOURDES (PARTE NORTE),259
GUANACASTE|SANTA CRUZ|SAN JUAN,854
GUANACASTE|NICOYA|SANTA ANA,772
PUNTARENAS|BUENOS AIRES|LAS PILAS,130
PUNTARENAS|CORREDORES|ABROJO-MONTEZUMA,367
PUNTARENAS|CORREDORES|BARRIO NUEVO DE VERACRUZ (COL.SUR),918
PUNTARENAS|QUEPOS|HATILLO VIEJO (SANTA MARTA),610
PUNTARENAS|ESPARZA|HLE. CARLOS VENEGAS,28
PUNTARENAS|ESPARZA|SALINAS,1125
LIMON|CENTRAL|DONDONIA,297
LIMON|TALAMANCA|PUERTO VIEJO,2213
GUANACASTE|SANTA CRUZ|CHIRCO,718
ALAJUELA|LOS CHILES|CAÑO NEGRO,766
ALAJUELA|SAN RAMON|HLE. SAN RAMON,38
GUANACASTE|LA CRUZ|PALMARES,239
PUNTARENAS|OSA|JALACA (PARTE SUR),130
ALAJUELA|CENTRAL|FRAIJANES,1004
LIMON|TALAMANCA|MANZANILLO,434
PUNTARENAS|COTO BRUS|LINDA VISTA (ALTO ZONCHO),507
LIMON|MATINA|ZENT NUEVO,1518
LIMON|SIQUIRRES|COCAL,1197
ALAJUELA|SAN CARLOS|SAN MARCOS NORTE,487
ALAJUELA|RIO CUARTO|LA TABLA,573
PUNTARENAS|QUEPOS|PUNTO DE MIRA,100
ALAJUELA|SARCHI|SAN JUAN,1222
SAN JOSE|DOTA|JARDIN,386
ALAJUELA|SAN CARLOS|SAN DIEGO,198
CARTAGO|TURRIALBA|SITIO DE MATA,530
CARTAGO|PARAISO|UJARRAS,889
GUANACASTE|BAGACES|RIO NARANJO,681
ALAJUELA|SAN CARLOS|SAN JUAN DE LA CEIBA,508
PUNTARENAS|CORREDORES|BAJO LOS INDIOS,316
ALAJUELA|SAN CARLOS|DELICIAS,1542
LIMON|GUACIMO|POCORA PARTE SUR,1889
ALAJUELA|ATENAS|MORAZAN,767
PUNTARENAS|BUENOS AIRES|VILLA HERMOSA,258
SAN JOSE|PEREZ ZELEDON|LOS ANGELES (BAJO ESPINOZA),46
PUNTARENAS|CENTRAL|SARMIENTO,304
PUNTARENAS|QUEPOS|PORTALON,476
ALAJUELA|GRECIA|SAN JOSE Y SANTA GERTRUDIS NORTE,2152
LIMON|POCOCI|CRUCE DE ROXANA (CRUCE DE ANABAN),568
ALAJUELA|POAS|SANTA ROSA,729
GUANACASTE|NICOYA|JUAN DIAZ,407
LIMON|MATINA|DAVAO,542
HEREDIA|SAN RAFAEL|SAN MIGUEL O PALMAR (ESTE),1965
CARTAGO|TURRIALBA|CARMEN LYRA,2479
PUNTARENAS|CORREDORES|COTO CUARENTA Y DOS,343
LIMON|TALAMANCA|PARAISO,2077
LIMON|TALAMANCA|CAHUITA,1418
PUNTARENAS|ESPARZA|SAN RAFAEL,616
HEREDIA|SARAPIQUI|COLONIA SAN JOSE,1290
ALAJUELA|NARANJO|PALMITOS,1418
ALAJUELA|POAS|SAN JUAN NORTE,830
ALAJUELA|SAN CARLOS|TRES Y TRES,563
ALAJUELA|CENTRAL|CALIFORNIA,1209
ALAJUELA|SAN CARLOS|EL PLOMO,207
SAN JOSE|LEON CORTES CASTRO|SANTA ROSA ABAJO ESTE,128
ALAJUELA|GRECIA|LEON CORTES CASTRO,898
CARTAGO|TURRIALBA|PALOMO,376
CARTAGO|LA UNION|LA CIMA,783
CARTAGO|TURRIALBA|FUENTE,182
HEREDIA|BARVA|PASO LLANO O PORROSATI,315
PUNTARENAS|BUENOS AIRES|BIJAGUAL,448
PUNTARENAS|OSA|MOGOS,99
SAN JOSE|PEREZ ZELEDON|CAI. ANTONIO BASTIDA DE PAZ,697
GUANACASTE|NANDAYURE|PAVONES,449
CONSULADO|AUSTRALIA|CANBERRA,181
GUANACASTE|LIBERIA|CORAZON DE JESUS,6733
PUNTARENAS|BUENOS AIRES|SAN LUIS (FLORIDA),274
LIMON|CENTRAL|CANGREJOS,623
SAN JOSE|PEREZ ZELEDON|SANTO TOMAS,165
PUNTARENAS|GOLFITO|ZANCUDO (PUERTO NUEVO),264
ALAJUELA|SAN CARLOS|CARRIZAL,231
PUNTARENAS|BUENOS AIRES|CURRE (REY CURRE),434
HEREDIA|SARAPIQUI|EL PALMAR,223
PUNTARENAS|BUENOS AIRES|CHANGUENA (LA FILA),286
CARTAGO|TURRIALBA|COLONIA GUAYABO,575
SAN JOSE|PURISCAL|BAJO REY,43
GUANACASTE|CARRILLO|SANTO DOMINGO,494
SAN JOSE|PEREZ ZELEDON|TRINIDAD,134
LIMON|POCOCI|LAS MERCEDES (NAJERA),1141
SAN JOSE|PEREZ ZELEDON|CRISTO REY,268
PUNTARENAS|PARRITA|BEJUCO,296
GUANACASTE|NANDAYURE|JABILLA,213
GUANACASTE|NANDAYURE|BEJUCO,251
CARTAGO|JIMENEZ|TUCURRIQUE,2596
PUNTARENAS|CENTRAL|LAGARTO SUR,775
CARTAGO|TURRIALBA|CARMEN,272
CARTAGO|OREAMUNO|SANTA ROSA,1392
LIMON|TALAMANCA|CARBON 2,171
SAN JOSE|PEREZ ZELEDON|MOCTEZUMA,59
LIMON|SIQUIRRES|CULTIVEZ,430
CARTAGO|JIMENEZ|PEJIVALLE,2279
GUANACASTE|SANTA CRUZ|DIRIA O RIO GRANDE,430
ALAJUELA|SAN RAMON|BOLIVAR (ESPERANZA),3587
SAN JOSE|PEREZ ZELEDON|SANTA LUCIA (SANTA LUISA),221
ALAJUELA|NARANJO|COMUN O SAN RAFAEL,961
GUANACASTE|LIBERIA|EL GALLO,489
GUANACASTE|NICOYA|NAMBI,1181
LIMON|CENTRAL|GUARIA,1637
PUNTARENAS|PUERTO JIMENEZ|CARBONERA,83
CARTAGO|PARAISO|RIO MACHO,726
HEREDIA|CENTRAL|SAN RAFAEL DE VARABLANCA,197
PUNTARENAS|MONTES DE ORO|SAN ISIDRO (TIGRE),1407
ALAJUELA|SAN CARLOS|LA UNION ESTE,950
